"","ISO","year","PriorityArea","Policy","valueCAP_Comp","Policytype","Policytype_detail"
"95259","USA",2011,"Cross_sectoral","Fossil Fuel Subsidies Producer Support",6,"MBI","Carbon Pricing"
"95260","USA",2011,"Cross_sectoral","Independent Advisory Body",0,"Other","Governance"
"95261","USA",2011,"Cross_sectoral","Methane Policies",6,"NMBI","Other NMBI"
"95262","USA",2011,"Cross_sectoral","Nationally Determined Contributions",NA,"Other","Targets"
"95263","USA",2011,"Cross_sectoral","Net Zero Targets",0,"Other","Targets"
"95264","USA",2011,"Cross_sectoral","RDD_CCS",8,"MBI","Other MBI"
"95265","USA",2011,"Cross_sectoral","RDD_EnergyEfficiency",6,"MBI","Other MBI"
"95266","USA",2011,"Cross_sectoral","RDD_Hydrogen",7,"MBI","Other MBI"
"95267","USA",2011,"Cross_sectoral","RDD_Nuclear",8,"MBI","Other MBI"
"95268","USA",2011,"Cross_sectoral","RDD_Otherstorage",4,"MBI","Other MBI"
"95269","USA",2011,"Cross_sectoral","RDD_Renewables",8,"MBI","Other MBI"
"95270","USA",2011,"Electricity","AirEmissionStandards",3,"NMBI","Performance Standards"
"95271","USA",2011,"Electricity","Auction",4,"MBI","Subsidy"
"95272","USA",2011,"Electricity","BanPhaseOutCoal",0,"NMBI","Technology Standards"
"95273","USA",2011,"Electricity","Carbon Tax Electricity",0,"MBI","Carbon Pricing"
"95274","USA",2011,"Electricity","ETS Electricity",4,"MBI","Carbon Pricing"
"95275","USA",2011,"Electricity","Excise Taxes Electricity",NA,"MBI","Carbon Pricing"
"95276","USA",2011,"Electricity","Feed-In-Tariffs",4,"MBI","Subsidy"
"95277","USA",2011,"Electricity","Fossil Fuel Subsidies Electricity",9,"MBI","Carbon Pricing"
"95278","USA",2011,"Electricity","PlanningRenewablesExpansion",4,"NMBI","Other regulatory instruments"
"95279","USA",2011,"Electricity","Renewable energy certificates",5,"MBI","Subsidy"
"95280","USA",2011,"Industry","Carbon Tax Industry",0,"MBI","Carbon Pricing"
"95281","USA",2011,"Industry","ETS Industry",0,"MBI","Carbon Pricing"
"95282","USA",2011,"Industry","EnergyEfficiencyMandates",8,"NMBI","Other regulatory instruments"
"95283","USA",2011,"Industry","Excise Taxes Industry",NA,"MBI","Carbon Pricing"
"95284","USA",2011,"Industry","Financing Mechanism Industry",10,"MBI","Subsidy"
"95285","USA",2011,"Industry","Fossil Fuel Subsidies Industry",10,"MBI","Carbon Pricing"
"95286","USA",2011,"Industry","MEPS electric motors",10,"NMBI","Performance Standards"
"95287","USA",2011,"International","Ban on Export Credits Coal",0,"NMBI","Technology Standards"
"95288","USA",2011,"International","Ban on Financing Fossil Fuels Abroad",0,"NMBI","Technology Standards"
"95289","USA",2011,"International","Evaluation Biannual Report",0,"Other","Climate data"
"95290","USA",2011,"International","GHG Reporting Accounting",NA,"Other","Climate data"
"95291","USA",2011,"International","International Initiatives",1,"Other","International Co-operation"
"95292","USA",2011,"International","Pricing Aviation Maritime",0,"MBI","Carbon Pricing"
"95293","USA",2011,"International","Ratification of Climate Treaties",5,"Other","International Co-operation"
"95294","USA",2011,"International","UNFCCC Submission",3,"Other","Climate data"
"95295","USA",2011,"Transport","Bans and Phaseouts passenger cars ICE",0,"NMBI","Technology Standards"
"95296","USA",2011,"Transport","Carbon Tax Transport",0,"MBI","Carbon Pricing"
"95297","USA",2011,"Transport","Congestion Charges",0,"MBI","Other MBI"
"95298","USA",2011,"Transport","ETS Transport",0,"MBI","Carbon Pricing"
"95299","USA",2011,"Transport","Excise Tax Transport",2,"MBI","Carbon Pricing"
"95300","USA",2011,"Transport","Fossil Fuel Subsidies Transport",9,"MBI","Carbon Pricing"
"95301","USA",2011,"Transport","Investment in Rail Infrastructure",2,"NMBI","Other NMBI"
"95302","USA",2011,"Transport","Labels Passenger Cars",0,"NMBI","Information"
"95303","USA",2011,"Transport","MEPS Transport",10,"NMBI","Performance Standards"
"95304","USA",2011,"Transport","Speed Limits",7,"NMBI","Other NMBI"
"95305","USA",2012,"Buildings","Bans and Phaseouts Fossil Fuels Heating",0,"NMBI","Technology Standards"
"95306","USA",2012,"Buildings","BuildingEnergyCodes",5,"NMBI","Performance Standards"
"95307","USA",2012,"Buildings","Carbon Tax Buildings",0,"MBI","Carbon Pricing"
"95308","USA",2012,"Buildings","ETS Buildings",0,"MBI","Carbon Pricing"
"95309","USA",2012,"Buildings","ETS_Buildings",0,"MBI","Carbon Pricing"
"95310","USA",2012,"Buildings","Excise Taxes Buildings",NA,"MBI","Carbon Pricing"
"95311","USA",2012,"Buildings","Financing Mechanism Buildings",10,"MBI","Subsidy"
"95312","USA",2012,"Buildings","Fossil Fuel Subsides Buildings",6,"MBI","Carbon Pricing"
"95313","USA",2012,"Buildings","Labels Appliances",10,"NMBI","Information"
"95314","USA",2012,"Buildings","MEPS of appliances",10,"NMBI","Performance Standards"
"95315","USA",2012,"Cross_sectoral","Bans Phase Outs Fossil Fuel Extraction",0,"NMBI","Technology Standards"
"95316","USA",2012,"Cross_sectoral","Fossil Fuel Subsidies Producer Support",6,"MBI","Carbon Pricing"
"95317","USA",2012,"Cross_sectoral","Independent Advisory Body",0,"Other","Governance"
"95318","USA",2012,"Cross_sectoral","Methane Policies",9,"NMBI","Other NMBI"
"95319","USA",2012,"Cross_sectoral","Nationally Determined Contributions",NA,"Other","Targets"
"95320","USA",2012,"Cross_sectoral","Net Zero Targets",0,"Other","Targets"
"95321","USA",2012,"Cross_sectoral","RDD_CCS",7,"MBI","Other MBI"
"95322","USA",2012,"Cross_sectoral","RDD_EnergyEfficiency",7,"MBI","Other MBI"
"95323","USA",2012,"Cross_sectoral","RDD_Hydrogen",4,"MBI","Other MBI"
"95324","USA",2012,"Cross_sectoral","RDD_Nuclear",6,"MBI","Other MBI"
"95325","USA",2012,"Cross_sectoral","RDD_Otherstorage",3,"MBI","Other MBI"
"95326","USA",2012,"Cross_sectoral","RDD_Renewables",9,"MBI","Other MBI"
"95327","USA",2012,"Electricity","AirEmissionStandards",5,"NMBI","Performance Standards"
"95328","USA",2012,"Electricity","Auction",4,"MBI","Subsidy"
"95329","USA",2012,"Electricity","BanPhaseOutCoal",0,"NMBI","Technology Standards"
"95330","USA",2012,"Electricity","Carbon Tax Electricity",0,"MBI","Carbon Pricing"
"95331","USA",2012,"Electricity","ETS Electricity",6,"MBI","Carbon Pricing"
"95332","USA",2012,"Electricity","Excise Taxes Electricity",NA,"MBI","Carbon Pricing"
"95333","USA",2012,"Electricity","Feed-In-Tariffs",4,"MBI","Subsidy"
"95334","USA",2012,"Electricity","Fossil Fuel Subsidies Electricity",9,"MBI","Carbon Pricing"
"95335","USA",2012,"Electricity","PlanningRenewablesExpansion",4,"NMBI","Other regulatory instruments"
"95336","USA",2012,"Electricity","Renewable energy certificates",5,"MBI","Subsidy"
"95337","USA",2012,"Industry","Carbon Tax Industry",0,"MBI","Carbon Pricing"
"95338","USA",2012,"Industry","ETS Industry",0,"MBI","Carbon Pricing"
"95339","USA",2012,"Industry","EnergyEfficiencyMandates",8,"NMBI","Other regulatory instruments"
"95340","USA",2012,"Industry","Excise Taxes Industry",NA,"MBI","Carbon Pricing"
"95341","USA",2012,"Industry","Financing Mechanism Industry",10,"MBI","Subsidy"
"95342","USA",2012,"Industry","Fossil Fuel Subsidies Industry",10,"MBI","Carbon Pricing"
"95343","USA",2012,"Industry","MEPS electric motors",10,"NMBI","Performance Standards"
"95344","USA",2012,"International","Ban on Export Credits Coal",0,"NMBI","Technology Standards"
"95345","USA",2012,"International","Ban on Financing Fossil Fuels Abroad",0,"NMBI","Technology Standards"
"95346","USA",2012,"International","Evaluation Biannual Report",0,"Other","Climate data"
"95347","USA",2012,"International","GHG Reporting Accounting",NA,"Other","Climate data"
"95348","USA",2012,"International","International Initiatives",3,"Other","International Co-operation"
"95349","USA",2012,"International","Pricing Aviation Maritime",0,"MBI","Carbon Pricing"
"95350","USA",2012,"International","Ratification of Climate Treaties",5,"Other","International Co-operation"
"95351","USA",2012,"International","UNFCCC Submission",3,"Other","Climate data"
"95352","USA",2012,"Transport","Bans and Phaseouts passenger cars ICE",0,"NMBI","Technology Standards"
"95353","USA",2012,"Transport","Carbon Tax Transport",0,"MBI","Carbon Pricing"
"95354","USA",2012,"Transport","Congestion Charges",0,"MBI","Other MBI"
"95355","USA",2012,"Transport","ETS Transport",0,"MBI","Carbon Pricing"
"95356","USA",2012,"Transport","Excise Tax Transport",2,"MBI","Carbon Pricing"
"95357","USA",2012,"Transport","Fossil Fuel Subsidies Transport",9,"MBI","Carbon Pricing"
"95358","USA",2012,"Transport","Investment in Rail Infrastructure",3,"NMBI","Other NMBI"
"95359","USA",2012,"Transport","Labels Passenger Cars",0,"NMBI","Information"
"95360","USA",2012,"Transport","MEPS Transport",10,"NMBI","Performance Standards"
"95361","USA",2012,"Transport","Speed Limits",7,"NMBI","Other NMBI"
"95362","USA",2013,"Buildings","Bans and Phaseouts Fossil Fuels Heating",0,"NMBI","Technology Standards"
"95363","USA",2013,"Buildings","BuildingEnergyCodes",5,"NMBI","Performance Standards"
"95364","USA",2013,"Buildings","Carbon Tax Buildings",0,"MBI","Carbon Pricing"
"95365","USA",2013,"Buildings","ETS Buildings",0,"MBI","Carbon Pricing"
"95366","USA",2013,"Buildings","ETS_Buildings",0,"MBI","Carbon Pricing"
"95367","USA",2013,"Buildings","Excise Taxes Buildings",NA,"MBI","Carbon Pricing"
"95368","USA",2013,"Buildings","Financing Mechanism Buildings",10,"MBI","Subsidy"
"95369","USA",2013,"Buildings","Fossil Fuel Subsides Buildings",6,"MBI","Carbon Pricing"
"95370","USA",2013,"Buildings","Labels Appliances",10,"NMBI","Information"
"95371","USA",2013,"Buildings","MEPS of appliances",10,"NMBI","Performance Standards"
"95372","USA",2013,"Cross_sectoral","Bans Phase Outs Fossil Fuel Extraction",0,"NMBI","Technology Standards"
"95373","USA",2013,"Cross_sectoral","Fossil Fuel Subsidies Producer Support",6,"MBI","Carbon Pricing"
"95374","USA",2013,"Cross_sectoral","Independent Advisory Body",0,"Other","Governance"
"95375","USA",2013,"Cross_sectoral","Methane Policies",9,"NMBI","Other NMBI"
"95376","USA",2013,"Cross_sectoral","Nationally Determined Contributions",NA,"Other","Targets"
"95377","USA",2013,"Cross_sectoral","Net Zero Targets",0,"Other","Targets"
"95378","USA",2013,"Cross_sectoral","RDD_CCS",7,"MBI","Other MBI"
"95379","USA",2013,"Cross_sectoral","RDD_EnergyEfficiency",7,"MBI","Other MBI"
"95380","USA",2013,"Cross_sectoral","RDD_Hydrogen",5,"MBI","Other MBI"
"95381","USA",2013,"Cross_sectoral","RDD_Nuclear",6,"MBI","Other MBI"
"95382","USA",2013,"Cross_sectoral","RDD_Otherstorage",3,"MBI","Other MBI"
"95383","USA",2013,"Cross_sectoral","RDD_Renewables",7,"MBI","Other MBI"
"95384","USA",2013,"Electricity","AirEmissionStandards",5,"NMBI","Performance Standards"
"95385","USA",2013,"Electricity","Auction",4,"MBI","Subsidy"
"95386","USA",2013,"Electricity","BanPhaseOutCoal",0,"NMBI","Technology Standards"
"95387","USA",2013,"Electricity","Carbon Tax Electricity",0,"MBI","Carbon Pricing"
"95388","USA",2013,"Electricity","ETS Electricity",6,"MBI","Carbon Pricing"
"95389","USA",2013,"Electricity","Excise Taxes Electricity",NA,"MBI","Carbon Pricing"
"95390","USA",2013,"Electricity","Feed-In-Tariffs",4,"MBI","Subsidy"
"95391","USA",2013,"Electricity","Fossil Fuel Subsidies Electricity",9,"MBI","Carbon Pricing"
"95392","USA",2013,"Electricity","PlanningRenewablesExpansion",4,"NMBI","Other regulatory instruments"
"95393","USA",2013,"Electricity","Renewable energy certificates",6,"MBI","Subsidy"
"95394","USA",2013,"Industry","Carbon Tax Industry",0,"MBI","Carbon Pricing"
"95395","USA",2013,"Industry","ETS Industry",6,"MBI","Carbon Pricing"
"95396","USA",2013,"Industry","EnergyEfficiencyMandates",8,"NMBI","Other regulatory instruments"
"95397","USA",2013,"Industry","Excise Taxes Industry",NA,"MBI","Carbon Pricing"
"95398","USA",2013,"Industry","Financing Mechanism Industry",10,"MBI","Subsidy"
"95399","USA",2013,"Industry","Fossil Fuel Subsidies Industry",10,"MBI","Carbon Pricing"
"95400","USA",2013,"Industry","MEPS electric motors",10,"NMBI","Performance Standards"
"95401","USA",2013,"International","Ban on Export Credits Coal",0,"NMBI","Technology Standards"
"95402","USA",2013,"International","Ban on Financing Fossil Fuels Abroad",0,"NMBI","Technology Standards"
"95403","USA",2013,"International","Evaluation Biannual Report",0,"Other","Climate data"
"95404","USA",2013,"International","GHG Reporting Accounting",NA,"Other","Climate data"
"95405","USA",2013,"International","International Initiatives",3,"Other","International Co-operation"
"95406","USA",2013,"International","Pricing Aviation Maritime",0,"MBI","Carbon Pricing"
"95407","USA",2013,"International","Ratification of Climate Treaties",5,"Other","International Co-operation"
"95408","USA",2013,"International","UNFCCC Submission",3,"Other","Climate data"
"95409","USA",2013,"Transport","Bans and Phaseouts passenger cars ICE",0,"NMBI","Technology Standards"
"95410","USA",2013,"Transport","Carbon Tax Transport",0,"MBI","Carbon Pricing"
"95411","USA",2013,"Transport","Congestion Charges",0,"MBI","Other MBI"
"95412","USA",2013,"Transport","ETS Transport",7,"MBI","Carbon Pricing"
"95413","USA",2013,"Transport","Excise Tax Transport",2,"MBI","Carbon Pricing"
"95414","USA",2013,"Transport","Fossil Fuel Subsidies Transport",9,"MBI","Carbon Pricing"
"95415","USA",2013,"Transport","Investment in Rail Infrastructure",3,"NMBI","Other NMBI"
"95416","USA",2013,"Transport","Labels Passenger Cars",10,"NMBI","Information"
"95417","USA",2013,"Transport","MEPS Transport",10,"NMBI","Performance Standards"
"95418","USA",2013,"Transport","Speed Limits",7,"NMBI","Other NMBI"
"95419","USA",2014,"Buildings","Bans and Phaseouts Fossil Fuels Heating",0,"NMBI","Technology Standards"
"95420","USA",2014,"Buildings","BuildingEnergyCodes",5,"NMBI","Performance Standards"
"95421","USA",2014,"Buildings","Carbon Tax Buildings",0,"MBI","Carbon Pricing"
"95422","USA",2014,"Buildings","ETS Buildings",0,"MBI","Carbon Pricing"
"95423","USA",2014,"Buildings","ETS_Buildings",0,"MBI","Carbon Pricing"
"95424","USA",2014,"Buildings","Excise Taxes Buildings",NA,"MBI","Carbon Pricing"
"95425","USA",2014,"Buildings","Financing Mechanism Buildings",10,"MBI","Subsidy"
"95426","USA",2014,"Buildings","Fossil Fuel Subsides Buildings",6,"MBI","Carbon Pricing"
"95427","USA",2014,"Buildings","Labels Appliances",10,"NMBI","Information"
"95428","USA",2014,"Buildings","MEPS of appliances",10,"NMBI","Performance Standards"
"95429","USA",2014,"Cross_sectoral","Bans Phase Outs Fossil Fuel Extraction",0,"NMBI","Technology Standards"
"95430","USA",2014,"Cross_sectoral","Fossil Fuel Subsidies Producer Support",6,"MBI","Carbon Pricing"
"95431","USA",2014,"Cross_sectoral","Independent Advisory Body",0,"Other","Governance"
"95432","USA",2014,"Cross_sectoral","Methane Policies",9,"NMBI","Other NMBI"
"95433","USA",2014,"Cross_sectoral","Nationally Determined Contributions",NA,"Other","Targets"
"95434","USA",2014,"Cross_sectoral","Net Zero Targets",0,"Other","Targets"
"95435","USA",2014,"Cross_sectoral","RDD_CCS",7,"MBI","Other MBI"
"95436","USA",2014,"Cross_sectoral","RDD_EnergyEfficiency",7,"MBI","Other MBI"
"95437","USA",2014,"Cross_sectoral","RDD_Hydrogen",5,"MBI","Other MBI"
"95438","USA",2014,"Cross_sectoral","RDD_Nuclear",6,"MBI","Other MBI"
"95439","USA",2014,"Cross_sectoral","RDD_Otherstorage",5,"MBI","Other MBI"
"95440","USA",2014,"Cross_sectoral","RDD_Renewables",6,"MBI","Other MBI"
"95441","USA",2014,"Electricity","AirEmissionStandards",5,"NMBI","Performance Standards"
"95442","USA",2014,"Electricity","Auction",4,"MBI","Subsidy"
"95443","USA",2014,"Electricity","BanPhaseOutCoal",0,"NMBI","Technology Standards"
"95444","USA",2014,"Electricity","Carbon Tax Electricity",0,"MBI","Carbon Pricing"
"95445","USA",2014,"Electricity","ETS Electricity",6,"MBI","Carbon Pricing"
"95446","USA",2014,"Electricity","Excise Taxes Electricity",NA,"MBI","Carbon Pricing"
"95447","USA",2014,"Electricity","Feed-In-Tariffs",4,"MBI","Subsidy"
"95448","USA",2014,"Electricity","Fossil Fuel Subsidies Electricity",9,"MBI","Carbon Pricing"
"95449","USA",2014,"Electricity","PlanningRenewablesExpansion",4,"NMBI","Other regulatory instruments"
"95450","USA",2014,"Electricity","Renewable energy certificates",6,"MBI","Subsidy"
"95451","USA",2014,"Industry","Carbon Tax Industry",0,"MBI","Carbon Pricing"
"95452","USA",2014,"Industry","ETS Industry",6,"MBI","Carbon Pricing"
"95453","USA",2014,"Industry","EnergyEfficiencyMandates",8,"NMBI","Other regulatory instruments"
"95454","USA",2014,"Industry","Excise Taxes Industry",NA,"MBI","Carbon Pricing"
"95455","USA",2014,"Industry","Financing Mechanism Industry",10,"MBI","Subsidy"
"95456","USA",2014,"Industry","Fossil Fuel Subsidies Industry",10,"MBI","Carbon Pricing"
"95457","USA",2014,"Industry","MEPS electric motors",10,"NMBI","Performance Standards"
"95458","USA",2014,"International","Ban on Export Credits Coal",0,"NMBI","Technology Standards"
"95459","USA",2014,"International","Ban on Financing Fossil Fuels Abroad",0,"NMBI","Technology Standards"
"95460","USA",2014,"International","Evaluation Biannual Report",6,"Other","Climate data"
"95461","USA",2014,"International","GHG Reporting Accounting",NA,"Other","Climate data"
"95462","USA",2014,"International","International Initiatives",5,"Other","International Co-operation"
"95463","USA",2014,"International","Pricing Aviation Maritime",0,"MBI","Carbon Pricing"
"95464","USA",2014,"International","Ratification of Climate Treaties",5,"Other","International Co-operation"
"95465","USA",2014,"International","UNFCCC Submission",4,"Other","Climate data"
"95466","USA",2014,"Transport","Bans and Phaseouts passenger cars ICE",0,"NMBI","Technology Standards"
"95467","USA",2014,"Transport","Carbon Tax Transport",0,"MBI","Carbon Pricing"
"95468","USA",2014,"Transport","Congestion Charges",0,"MBI","Other MBI"
"95469","USA",2014,"Transport","ETS Transport",6,"MBI","Carbon Pricing"
"95470","USA",2014,"Transport","Excise Tax Transport",2,"MBI","Carbon Pricing"
"95471","USA",2014,"Transport","Fossil Fuel Subsidies Transport",9,"MBI","Carbon Pricing"
"95472","USA",2014,"Transport","Investment in Rail Infrastructure",3,"NMBI","Other NMBI"
"95473","USA",2014,"Transport","Labels Passenger Cars",10,"NMBI","Information"
"95474","USA",2014,"Transport","MEPS Transport",10,"NMBI","Performance Standards"
"95475","USA",2014,"Transport","Speed Limits",9,"NMBI","Other NMBI"
"95476","USA",2015,"Buildings","Bans and Phaseouts Fossil Fuels Heating",0,"NMBI","Technology Standards"
"95477","USA",2015,"Buildings","BuildingEnergyCodes",5,"NMBI","Performance Standards"
"95478","USA",2015,"Buildings","Carbon Tax Buildings",0,"MBI","Carbon Pricing"
"95479","USA",2015,"Buildings","ETS Buildings",0,"MBI","Carbon Pricing"
"95480","USA",2015,"Buildings","ETS_Buildings",0,"MBI","Carbon Pricing"
"95481","USA",2015,"Buildings","Excise Taxes Buildings",NA,"MBI","Carbon Pricing"
"95482","USA",2015,"Buildings","Financing Mechanism Buildings",10,"MBI","Subsidy"
"95483","USA",2015,"Buildings","Fossil Fuel Subsides Buildings",6,"MBI","Carbon Pricing"
"95484","USA",2015,"Buildings","Labels Appliances",10,"NMBI","Information"
"95485","USA",2015,"Buildings","MEPS of appliances",10,"NMBI","Performance Standards"
"95486","USA",2015,"Cross_sectoral","Bans Phase Outs Fossil Fuel Extraction",0,"NMBI","Technology Standards"
"95487","USA",2015,"Cross_sectoral","Fossil Fuel Subsidies Producer Support",7,"MBI","Carbon Pricing"
"95488","USA",2015,"Cross_sectoral","Independent Advisory Body",0,"Other","Governance"
"95489","USA",2015,"Cross_sectoral","Methane Policies",9,"NMBI","Other NMBI"
"95490","USA",2015,"Cross_sectoral","Nationally Determined Contributions",NA,"Other","Targets"
"95491","USA",2015,"Cross_sectoral","Net Zero Targets",0,"Other","Targets"
"95492","USA",2015,"Cross_sectoral","RDD_CCS",7,"MBI","Other MBI"
"95493","USA",2015,"Cross_sectoral","RDD_EnergyEfficiency",7,"MBI","Other MBI"
"95494","USA",2015,"Cross_sectoral","RDD_Hydrogen",4,"MBI","Other MBI"
"95495","USA",2015,"Cross_sectoral","RDD_Nuclear",6,"MBI","Other MBI"
"95496","USA",2015,"Cross_sectoral","RDD_Otherstorage",4,"MBI","Other MBI"
"95497","USA",2015,"Cross_sectoral","RDD_Renewables",6,"MBI","Other MBI"
"95498","USA",2015,"Electricity","AirEmissionStandards",5,"NMBI","Performance Standards"
"95499","USA",2015,"Electricity","Auction",4,"MBI","Subsidy"
"95500","USA",2015,"Electricity","BanPhaseOutCoal",0,"NMBI","Technology Standards"
"95501","USA",2015,"Electricity","Carbon Tax Electricity",0,"MBI","Carbon Pricing"
"95502","USA",2015,"Electricity","ETS Electricity",6,"MBI","Carbon Pricing"
"95503","USA",2015,"Electricity","Excise Taxes Electricity",NA,"MBI","Carbon Pricing"
"95504","USA",2015,"Electricity","Feed-In-Tariffs",3,"MBI","Subsidy"
"95505","USA",2015,"Electricity","Fossil Fuel Subsidies Electricity",9,"MBI","Carbon Pricing"
"95506","USA",2015,"Electricity","PlanningRenewablesExpansion",4,"NMBI","Other regulatory instruments"
"95507","USA",2015,"Electricity","Renewable energy certificates",7,"MBI","Subsidy"
"95508","USA",2015,"Industry","Carbon Tax Industry",0,"MBI","Carbon Pricing"
"95509","USA",2015,"Industry","ETS Industry",6,"MBI","Carbon Pricing"
"95510","USA",2015,"Industry","EnergyEfficiencyMandates",8,"NMBI","Other regulatory instruments"
"95511","USA",2015,"Industry","Excise Taxes Industry",NA,"MBI","Carbon Pricing"
"95512","USA",2015,"Industry","Financing Mechanism Industry",10,"MBI","Subsidy"
"95513","USA",2015,"Industry","Fossil Fuel Subsidies Industry",10,"MBI","Carbon Pricing"
"95514","USA",2015,"Industry","MEPS electric motors",10,"NMBI","Performance Standards"
"95515","USA",2015,"International","Ban on Export Credits Coal",0,"NMBI","Technology Standards"
"95516","USA",2015,"International","Ban on Financing Fossil Fuels Abroad",0,"NMBI","Technology Standards"
"95517","USA",2015,"International","Evaluation Biannual Report",6,"Other","Climate data"
"95518","USA",2015,"International","GHG Reporting Accounting",NA,"Other","Climate data"
"95519","USA",2015,"International","International Initiatives",7,"Other","International Co-operation"
"95520","USA",2015,"International","Pricing Aviation Maritime",0,"MBI","Carbon Pricing"
"95521","USA",2015,"International","Ratification of Climate Treaties",5,"Other","International Co-operation"
"95522","USA",2015,"International","UNFCCC Submission",3,"Other","Climate data"
"95523","USA",2015,"Transport","Bans and Phaseouts passenger cars ICE",0,"NMBI","Technology Standards"
"95524","USA",2015,"Transport","Carbon Tax Transport",0,"MBI","Carbon Pricing"
"95525","USA",2015,"Transport","Congestion Charges",0,"MBI","Other MBI"
"95526","USA",2015,"Transport","ETS Transport",7,"MBI","Carbon Pricing"
"95527","USA",2015,"Transport","Excise Tax Transport",2,"MBI","Carbon Pricing"
"95528","USA",2015,"Transport","Fossil Fuel Subsidies Transport",9,"MBI","Carbon Pricing"
"95529","USA",2015,"Transport","Investment in Rail Infrastructure",3,"NMBI","Other NMBI"
"95530","USA",2015,"Transport","Labels Passenger Cars",10,"NMBI","Information"
"95531","USA",2015,"Transport","MEPS Transport",10,"NMBI","Performance Standards"
"95532","USA",2015,"Transport","Speed Limits",9,"NMBI","Other NMBI"
"95533","USA",2016,"Buildings","Bans and Phaseouts Fossil Fuels Heating",0,"NMBI","Technology Standards"
"95534","USA",2016,"Buildings","BuildingEnergyCodes",5,"NMBI","Performance Standards"
"95535","USA",2016,"Buildings","Carbon Tax Buildings",0,"MBI","Carbon Pricing"
"95536","USA",2016,"Buildings","ETS Buildings",7,"MBI","Carbon Pricing"
"95537","USA",2016,"Buildings","ETS_Buildings",7,"MBI","Carbon Pricing"
"95538","USA",2016,"Buildings","Excise Taxes Buildings",NA,"MBI","Carbon Pricing"
"95539","USA",2016,"Buildings","Financing Mechanism Buildings",10,"MBI","Subsidy"
"95540","USA",2016,"Buildings","Fossil Fuel Subsides Buildings",6,"MBI","Carbon Pricing"
"95541","USA",2016,"Buildings","Labels Appliances",10,"NMBI","Information"
"95542","USA",2016,"Buildings","MEPS of appliances",10,"NMBI","Performance Standards"
"95543","USA",2016,"Cross_sectoral","Bans Phase Outs Fossil Fuel Extraction",0,"NMBI","Technology Standards"
"95544","USA",2016,"Cross_sectoral","Fossil Fuel Subsidies Producer Support",8,"MBI","Carbon Pricing"
"95545","USA",2016,"Cross_sectoral","Independent Advisory Body",0,"Other","Governance"
"95546","USA",2016,"Cross_sectoral","Methane Policies",9,"NMBI","Other NMBI"
"95547","USA",2016,"Cross_sectoral","Nationally Determined Contributions",8,"Other","Targets"
"95548","USA",2016,"Cross_sectoral","Net Zero Targets",0,"Other","Targets"
"95549","USA",2016,"Cross_sectoral","RDD_CCS",NA,"MBI","Other MBI"
"95550","USA",2016,"Cross_sectoral","RDD_EnergyEfficiency",NA,"MBI","Other MBI"
"95551","USA",2016,"Cross_sectoral","RDD_Hydrogen",NA,"MBI","Other MBI"
"95552","USA",2016,"Cross_sectoral","RDD_Nuclear",NA,"MBI","Other MBI"
"95553","USA",2016,"Cross_sectoral","RDD_Otherstorage",NA,"MBI","Other MBI"
"95554","USA",2016,"Cross_sectoral","RDD_Renewables",NA,"MBI","Other MBI"
"95555","USA",2016,"Electricity","AirEmissionStandards",9,"NMBI","Performance Standards"
"95556","USA",2016,"Electricity","Auction",3,"MBI","Subsidy"
"95557","USA",2016,"Electricity","BanPhaseOutCoal",0,"NMBI","Technology Standards"
"95558","USA",2016,"Electricity","Carbon Tax Electricity",0,"MBI","Carbon Pricing"
"95559","USA",2016,"Electricity","ETS Electricity",6,"MBI","Carbon Pricing"
"95560","USA",2016,"Electricity","Excise Taxes Electricity",NA,"MBI","Carbon Pricing"
"95561","USA",2016,"Electricity","Feed-In-Tariffs",2,"MBI","Subsidy"
"95562","USA",2016,"Electricity","Fossil Fuel Subsidies Electricity",9,"MBI","Carbon Pricing"
"95563","USA",2016,"Electricity","PlanningRenewablesExpansion",4,"NMBI","Other regulatory instruments"
"95564","USA",2016,"Electricity","Renewable energy certificates",6,"MBI","Subsidy"
"95565","USA",2016,"Industry","Carbon Tax Industry",0,"MBI","Carbon Pricing"
"95566","USA",2016,"Industry","ETS Industry",6,"MBI","Carbon Pricing"
"95567","USA",2016,"Industry","EnergyEfficiencyMandates",8,"NMBI","Other regulatory instruments"
"95568","USA",2016,"Industry","Excise Taxes Industry",NA,"MBI","Carbon Pricing"
"95569","USA",2016,"Industry","Financing Mechanism Industry",10,"MBI","Subsidy"
"95570","USA",2016,"Industry","Fossil Fuel Subsidies Industry",10,"MBI","Carbon Pricing"
"95571","USA",2016,"Industry","MEPS electric motors",10,"NMBI","Performance Standards"
"95572","USA",2016,"International","Ban on Export Credits Coal",0,"NMBI","Technology Standards"
"95573","USA",2016,"International","Ban on Financing Fossil Fuels Abroad",0,"NMBI","Technology Standards"
"95574","USA",2016,"International","Evaluation Biannual Report",6,"Other","Climate data"
"95575","USA",2016,"International","GHG Reporting Accounting",1,"Other","Climate data"
"95576","USA",2016,"International","International Initiatives",7,"Other","International Co-operation"
"95577","USA",2016,"International","Pricing Aviation Maritime",0,"MBI","Carbon Pricing"
"95578","USA",2016,"International","Ratification of Climate Treaties",7,"Other","International Co-operation"
"95579","USA",2016,"International","UNFCCC Submission",8,"Other","Climate data"
"95580","USA",2016,"Transport","Bans and Phaseouts passenger cars ICE",0,"NMBI","Technology Standards"
